Protein,Len,S0,S0,S1,S1,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
m.19446,282,1,2,0,2,-1.345,-0.1759,0.980938,0.907902,0.663787
m.10807,572,28,27,17,32,3.643,0.7919,0.997981,0.753244,0.813319
m.19455,354,2,4,0,0,0.21,0.0276,0.999329,0.893867,0.714364
m.19460,144,3,2,1,1,-0.717,-0.1504,0.985112,0.906567,0.670765
m.19487,501,2,2,1,2,3.544,0.7952,0.997638,0.752165,0.813531
m.19494,241,0,1,0,1,-4.12,-0.5874,0.834429,0.910597,0.533584
m.19495,508,6,3,6,4,-7.358,-1.0998,0.575855,0.8767,0.361087
m.1950,311,1,3,0,1,0.648,0.078,0.999948,0.889264,0.725013
m.19503,183,0,1,0,0,0.903,0.1221,0.999989,0.884876,0.733723
m.19504,313,0,0,0,0,3.592,0.4894,1,0.831412,0.78757
m.19510,516,20,24,19,28,8.11,2.5288,0.18731,0.058085,0.813593
m.19514,1648,2,4,0,0,4.027,0.3875,1,0.849852,0.775569
m.10812,189,5,4,2,2,2.167,0.2343,1,0.872041,0.753488
m.19534,303,0,1,0,2,-5.737,-0.7405,0.754514,0.90323,0.481211
m.19543,104,2,2,0,3,10.198,1.2152,0.928331,0.576244,0.829933
m.19558,268,3,4,0,1,3.386,0.5258,1,0.823989,0.791401
m.19580,222,4,4,1,1,-3.184,-0.3948,0.919891,0.913784,0.597752
m.19592,449,1,1,0,0,-5.659,-0.8064,0.719134,0.899039,0.458753
m.19597,531,9,11,7,10,-3.498,-0.7208,0.765078,0.904377,0.487949
m.19598,1537,1,2,1,2,-5.808,-0.6954,0.778627,0.905776,0.496645
m.196,258,1,1,0,2,-9.466,-0.6841,0.784619,0.906369,0.500516
m.19610,677,3,4,3,5,-1.271,-0.1842,0.979448,0.908308,0.661479
m.19621,362,0,1,0,1,1.727,0.1987,1,0.876393,0.747571
m.10817,422,1,1,0,0,7.116,1.4319,0.840842,0.461874,0.831988
m.19657,547,2,2,0,1,-4.589,-0.8161,0.713954,0.898381,0.455461
m.19685,242,2,1,2,3,5.537,0.6837,1,0.78583,0.805587
m.19688,311,0,1,0,0,-7.874,-1.0874,0.581305,0.87768,0.365142
m.19704,127,3,3,2,3,-4.29,-0.7053,0.773358,0.905242,0.493255
m.19726,448,1,3,1,1,-3.573,-0.3854,0.923403,0.913743,0.600775
m.19748,107,0,1,0,1,-2.916,-0.5304,0.862034,0.912312,0.552914
m.19768,178,2,3,1,1,-5.77,-0.5855,0.835374,0.910664,0.534231
m.19801,196,0,1,0,0,6.668,0.9445,0.980233,0.698435,0.821587
m.19805,110,5,6,4,4,0.672,0.1169,0.999997,0.885411,0.732725
m.10818,372,1,4,0,1,-0.115,-0.0133,0.998016,0.897283,0.705168
m.1981,122,0,0,0,1,3.284,0.5895,1,0.809819,0.797578
m.19866,117,2,2,0,0,3.889,0.5642,1,0.815634,0.795202
m.19871,271,0,1,0,1,-0.507,-0.0768,0.993895,0.902011,0.689906
m.19899,782,1,0,1,4,-1.925,-0.3429,0.938345,0.913317,0.614266
m.19927,386,3,5,0,1,-16.88,-1.5952,0.364088,0.841787,0.209061
m.19936,369,0,0,0,0,1.853,0.1511,0.999952,0.881799,0.739151
m.19949,302,2,2,0,1,10.237,1.3152,0.895073,0.524485,0.83134
m.1996,868,13,17,9,16,8.369,0.8939,0.986533,0.717739,0.819173
m.19966,302,7,7,5,5,-9.609,-1.1713,0.544884,0.871107,0.337825
m.19978,746,7,7,5,6,8.492,0.7718,1,0.759721,0.811996
m.10831,206,4,4,0,1,1.727,0.3759,1,0.85175,0.774075
m.19983,183,1,4,2,4,-6.333,-0.4758,0.886821,0.913362,0.571207
m.19991,861,13,17,8,10,-17.082,-2.0464,0.196786,0.82085,0.103712
m.19993,588,1,0,0,0,-11.047,-1.7839,0.291615,0.83172,0.159917
m.2,157,5,4,5,4,2.648,0.7268,1,0.773528,0.808845
m.200,1142,33,33,15,22,6.425,1.8537,0.515262,0.255265,0.826648
m.20009,465,0,1,0,0,-13.027,-1.9853,0.217613,0.823088,0.115368
m.20013,565,14,15,12,15,8.851,1.9766,0.43228,0.208065,0.823697
m.20024,272,1,1,0,0,-8.449,-1.153,0.552764,0.872527,0.343758
m.20030,173,3,2,2,2,1.749,0.2388,1,0.871471,0.754214
m.20041,230,22,19,14,9,0.864,0.1886,0.999999,0.877579,0.745834
m.10009,206,3,3,3,4,-4.46,-0.6123,0.821911,0.90966,0.52509
m.10852,208,1,1,0,2,3.932,0.7291,1,0.772846,0.809012
m.20048,384,3,3,4,3,4.027,0.8492,0.991747,0.73385,0.816778
m.20062,124,2,2,1,1,1.355,0.1337,0.999971,0.883664,0.735922
m.20081,531,5,6,1,2,17.536,1.3207,0.892928,0.521571,0.831394
m.20118,478,0,1,0,0,12.457,2.0591,0.389607,0.179372,0.821733
m.2012,191,1,0,0,1,-5.222,-0.6365,0.809519,0.908645,0.516817
m.20145,264,0,1,0,2,15.089,2.5969,0.155251,0.047691,0.812667
m.20152,312,0,0,0,0,3.112,0.3351,1,0.858125,0.768599
m.20155,114,0,0,0,1,-3.01,-0.4238,0.908613,0.913792,0.588345
m.20175,165,2,3,1,3,-15.832,-2.416,0.098051,0.810584,0.051352
m.10862,241,0,0,0,0,5.046,1.0795,0.959584,0.641313,0.826642
m.20195,410,0,0,0,1,-1.969,-0.2503,0.965237,0.911041,0.642492
m.2022,539,1,1,1,0,-6.01,-0.5726,0.841746,0.911101,0.538621
m.20253,281,2,2,4,3,-1.194,-0.1558,0.984278,0.906861,0.669301
m.2026,290,2,2,0,1,-4.269,-0.4683,0.890081,0.913459,0.573698
m.20317,123,0,1,0,0,2.751,0.2383,1,0.871535,0.754133
m.2032,373,11,12,4,9,2.998,0.7943,0.997731,0.75246,0.813473
m.20374,285,1,1,1,1,13.852,1.8118,0.548306,0.272772,0.827593
m.20423,419,1,1,0,0,0.928,0.1105,1,0.886064,0.731486
m.20468,481,0,0,1,2,-9.534,-0.9755,0.632642,0.886532,0.401999
m.10883,471,10,13,2,7,1.604,0.2705,1,0.867326,0.759186
m.20487,290,0,0,0,1,-4.657,-0.855,0.693364,0.895652,0.442301
m.2050,233,2,4,0,1,-0.447,-0.0797,0.993636,0.90221,0.689181
m.20509,361,2,2,1,1,3.775,0.7728,0.999916,0.759403,0.812063
m.20599,102,3,3,2,0,-0.869,-0.1394,0.986727,0.905952,0.673721
m.20656,236,2,2,0,0,0.468,0.0892,0.999986,0.888182,0.727278
m.2067,217,3,5,0,4,-0.403,-0.0581,0.99541,0.900693,0.694523
m.20828,231,1,1,0,2,-4.268,-0.6524,0.801272,0.907925,0.511374
m.20898,435,3,5,2,1,0.436,0.0633,0.999853,0.890651,0.721984
m.20916,317,6,9,4,5,-1.407,-0.1865,0.979023,0.908418,0.660837
m.1089,117,5,7,4,6,-8.284,-1.4945,0.405026,0.847997,0.237623
m.20918,315,3,3,1,0,0.191,0.0354,0.999486,0.893182,0.716061
m.20924,380,7,10,4,8,12.055,1.9703,0.435965,0.210347,0.82385
m.20941,628,4,4,1,2,-3.887,-0.9826,0.629244,0.885975,0.399646
m.20945,770,4,2,0,1,-0.493,-0.0415,0.996537,0.899471,0.698537
m.20951,166,4,3,4,4,3.742,0.8198,0.995015,0.743974,0.81506
m.20959,229,6,8,4,6,-16.16,-1.3297,0.476208,0.85926,0.287369
m.20967,304,0,0,0,0,-1.472,-0.2695,0.960324,0.911664,0.636786
m.20970,243,1,0,0,0,-1.312,-0.2066,0.975101,0.909335,0.655164
m.20978,138,7,7,5,7,1.248,0.2528,1,0.869669,0.756439
m.21,461,48,50,25,38,-1.417,-0.5127,0.870264,0.912718,0.558872
m.10893,298,21,21,20,15,7.036,1.8229,0.539363,0.268059,0.827348
m.21000,372,5,6,2,5,-1.739,-0.2144,0.973474,0.909669,0.652936
m.21002,259,0,1,0,0,-4.075,-0.7319,0.75913,0.903737,0.484152
m.21018,369,2,1,0,0,2.458,0.4452,1,0.839816,0.782604
m.21023,149,1,0,1,2,-3.577,-0.3969,0.919097,0.913791,0.597074
m.21024,188,5,4,0,0,2.309,0.2728,1,0.867016,0.759537
m.21046,141,2,2,0,1,-3.978,-0.867,0.687086,0.894784,0.438256
m.21047,294,3,4,1,2,-2.867,-0.2575,0.963436,0.911284,0.640362
m.21049,288,1,0,0,0,-5.04,-0.7611,0.743444,0.901975,0.474176
m.21056,322,1,1,1,1,5.031,0.6347,1,0.798785,0.80158
m.21064,264,0,0,0,0,6.725,0.5847,1,0.810942,0.797135
m.10905,398,5,5,3,6,3.548,0.5199,1,0.825225,0.790795
m.2107,529,4,6,5,5,-7.924,-1.2308,0.519264,0.866556,0.318657
m.21070,221,0,0,0,1,-6.073,-1.436,0.429868,0.851852,0.25488
m.21074,449,9,9,5,5,-6.181,-0.8225,0.710545,0.897942,0.453291
m.21131,238,0,0,0,0,6.524,0.7562,1,0.764622,0.810931
m.21152,377,3,3,0,3,5.04,0.6768,1,0.787719,0.805043
m.21179,265,8,6,6,7,2.471,0.4978,1,0.829741,0.788474
m.21180,384,1,2,1,1,4.866,0.6136,1,0.804042,0.799749
m.212,347,3,4,0,1,1.306,0.3394,1,0.857474,0.769193
m.21227,279,0,1,0,0,6.768,0.7554,1,0.76487,0.810876
m.21240,415,2,2,0,4,-2.376,-0.5328,0.860905,0.912252,0.552104
m.10920,962,0,0,0,0,0.714,0.107,1,0.886417,0.730803
m.21267,565,0,3,0,1,4.32,0.5286,1,0.823399,0.791686
m.21268,784,0,1,0,0,-5.266,-0.7048,0.773625,0.905269,0.493426
m.21281,322,0,1,0,0,-0.876,-0.125,0.988676,0.905111,0.677541
m.21294,335,0,0,0,0,-4.448,-0.5885,0.833882,0.910558,0.53321
m.21313,552,9,9,5,7,2.845,0.8325,0.993619,0.739646,0.815817
m.21336,339,0,1,0,0,-6.545,-0.4496,0.898041,0.91365,0.579882
m.2136,361,0,0,0,3,5.435,0.7244,1,0.774236,0.80867
m.21372,330,0,2,0,0,0.922,0.1563,0.999946,0.88123,0.7401
m.21379,246,8,9,4,8,-6.235,-1.197,0.533829,0.869128,0.329521
m.21388,376,0,0,0,0,2.717,0.5233,1,0.824514,0.791145
m.10938,346,3,5,1,5,3.208,0.3092,1,0.86194,0.764937
m.21438,701,6,3,3,5,7.953,0.9781,0.975727,0.68498,0.823027
m.21457,115,5,7,4,6,5.986,2.0919,0.375247,0.168533,0.820987
m.2146,314,0,0,1,2,-2.45,-0.3043,0.950527,0.912592,0.626242
m.2147,314,5,5,1,2,1.481,0.1977,1,0.876511,0.747401
m.21474,364,0,0,0,0,-12.876,-1.8924,0.251009,0.826821,0.134779
m.215,195,11,12,7,10,6.892,1.9423,0.453107,0.220658,0.824532
m.21521,685,1,0,0,2,5.474,1.0731,0.96075,0.644202,0.826445
m.21529,322,1,1,0,0,-10.98,-1.2131,0.526898,0.867898,0.324337
m.21538,175,2,2,0,2,11.028,1.7822,0.572703,0.285604,0.828226
m.21596,525,14,15,9,8,9.739,2.9632,0.064682,0.014384,0.808668
m.10944,532,0,2,0,1,3.953,0.62,1,0.802467,0.800312
m.2164,240,1,2,1,1,-2.319,-0.3305,0.942406,0.913119,0.618143
m.21654,118,2,5,2,2,-5.308,-1.0662,0.590711,0.879359,0.372088
m.21674,280,1,1,0,0,8.597,1.9578,0.443464,0.214915,0.824155
m.21683,274,0,0,0,1,0.699,0.0686,0.999895,0.890155,0.723083
m.217,121,9,8,8,10,-3.764,-0.8684,0.686356,0.894682,0.437785
m.21702,178,1,2,0,0,12.958,1.8431,0.523431,0.259622,0.826892
m.21710,219,1,2,0,0,1.193,0.1783,0.999967,0.878766,0.744036
m.21772,262,1,1,0,0,-3.655,-0.4589,0.894112,0.913564,0.576811
m.21798,281,0,0,0,0,-3.275,-0.7667,0.740433,0.901625,0.472265
m.10974,566,7,11,1,5,-8.771,-1.5306,0.390078,0.845706,0.227213
m.21812,233,1,0,0,0,-6.018,-0.5207,0.866566,0.912542,0.556182
m.21819,1189,3,4,0,1,-13.29,-1.6614,0.33828,0.83802,0.191124
m.21842,395,19,19,10,13,5.885,1.1513,0.944736,0.607748,0.828592
m.2185,737,1,1,0,1,3.872,0.6142,1,0.803895,0.799802
m.21864,258,0,0,0,0,-1.542,-0.2405,0.967608,0.910693,0.645373
m.21911,295,0,0,0,0,-6.881,-1.0077,0.617399,0.883996,0.391343
m.21939,120,4,3,2,3,11.193,1.6241,0.707061,0.360491,0.83089
m.21954,305,0,0,1,3,-5.163,-0.47,0.889345,0.913438,0.573134
m.22085,331,3,3,2,3,-6.452,-1.1936,0.535292,0.869388,0.330617
m.2212,675,1,3,0,0,6.454,1.0627,0.962596,0.648859,0.826115
m.10015,205,5,5,5,6,-12.084,-2.0429,0.197952,0.820974,0.104356
m.10998,251,0,1,0,0,4.596,0.7271,1,0.773439,0.808867
m.22127,173,1,1,1,2,2.189,0.4648,1,0.836169,0.78485
m.22180,238,1,2,1,2,-7.832,-0.8602,0.690638,0.895278,0.440548
m.22205,653,7,8,1,2,8.494,1.2836,0.906716,0.541108,0.830984
m.22274,438,5,6,3,5,11.07,1.2054,0.931065,0.581166,0.82975
m.22282,310,10,13,7,7,-1.122,-0.2668,0.961036,0.911581,0.637593
m.2229,343,1,1,0,0,-10.389,-1.99,0.215976,0.822909,0.11444
m.22295,361,0,0,0,1,-7.747,-0.9972,0.622323,0.884825,0.394813
m.223,287,3,4,3,4,3.917,1.1296,0.949588,0.618109,0.828053
m.22300,797,0,0,0,2,2.316,0.3478,1,0.856189,0.770341
m.22307,275,10,9,5,8,6.013,1.4393,0.836729,0.45788,0.831994
m.110,1165,43,56,26,33,8.041,2.6407,0.13752,0.041888,0.812087
m.22365,587,1,3,1,3,-8.56,-1.793,0.288177,0.831286,0.157713
m.22392,222,8,8,9,8,0.556,0.1156,0.999997,0.885544,0.732474
m.22394,559,7,9,5,4,-0.714,-0.0919,0.99247,0.903029,0.686103
m.22405,246,3,4,4,5,12.955,0.9172,0.983693,0.708992,0.820323
m.2241,107,2,2,3,4,2.128,0.2514,1,0.869851,0.756219
m.22412,708,1,2,1,3,-7.119,-0.6476,0.803769,0.908147,0.513018
m.22416,142,1,1,0,1,-5.417,-0.8161,0.713954,0.898381,0.455461
m.22424,314,12,8,4,7,11.812,2.7654,0.10017,0.028492,0.810553
m.22427,401,0,1,0,0,-0.788,-0.0878,0.992875,0.902757,0.687142
m.22434,265,0,2,0,2,2.701,0.3204,1,0.860312,0.766539
m.1100,513,2,3,2,1,0.688,0.1065,1,0.886467,0.730705
m.2244,1940,3,5,0,3,0.04,0.0058,0.998739,0.895723,0.709524
m.22447,261,1,4,1,2,-1.819,-0.3204,0.945611,0.912934,0.621281
m.22473,320,0,0,0,0,-3.431,-0.4637,0.892061,0.913512,0.575223
m.2249,195,3,2,1,2,5.328,0.8663,0.989786,0.72779,0.817725
m.22518,514,2,1,0,0,-2.18,-0.2764,0.958472,0.911869,0.634715
m.22539,256,2,2,0,1,-7.961,-1.0411,0.602017,0.88135,0.380334
m.22542,615,90,86,63,77,-3.581,-1.4806,0.410863,0.848898,0.24168
m.22547,139,3,3,3,2,6.091,0.8271,0.994216,0.741495,0.815498
m.22549,514,4,0,0,0,3.055,0.3435,1,0.85685,0.769755
m.1103,1107,0,3,0,2,-5.03,-0.709,0.771385,0.905039,0.491988
m.22580,202,2,0,0,3,-2.045,-0.387,0.92281,0.913751,0.600261
m.22589,501,0,0,0,0,1.196,0.1247,0.999987,0.884606,0.734219
m.22603,222,0,0,0,1,7.312,0.9314,0.981912,0.703543,0.820991
m.2262,545,0,0,0,0,-5.035,-0.617,0.81952,0.90947,0.523485
m.22620,173,1,0,0,0,10.016,1.1345,0.948522,0.615785,0.828178
m.22659,359,1,1,0,0,-1.334,-0.2004,0.976351,0.909061,0.656925
m.22676,166,1,2,0,1,3.219,0.5466,1,0.819532,0.79349
m.22691,209,2,1,0,1,2.549,0.1463,0.999956,0.882319,0.738269
m.227,359,8,9,7,10,4.943,0.8509,0.991553,0.733253,0.816874
m.22707,617,1,2,1,1,-4.534,-0.6419,0.806727,0.908405,0.514969
m.11035,299,0,0,1,3,-7.122,-0.8983,0.670923,0.89247,0.427738
m.2278,237,0,0,1,0,-2.086,-0.336,0.940622,0.913211,0.616427
m.22782,553,16,16,8,10,-5.888,-1.3011,0.488723,0.861332,0.296328
m.22799,396,0,0,0,1,1.127,0.1876,0.999996,0.877695,0.745661
m.22806,335,0,0,0,0,1.127,0.1828,0.999979,0.87825,0.744825
m.22810,245,3,4,1,2,8.448,1.6699,0.66869,0.33776,0.830261
m.22850,470,0,0,0,0,1.726,0.2956,1,0.863875,0.762955
m.22904,580,12,11,5,6,-7.734,-1.3255,0.478048,0.859562,0.288679
m.22921,1220,2,3,0,0,4.436,0.6964,1,0.782296,0.806572
m.22944,994,20,22,9,13,15.873,3.2063,0.02592,0.005545,0.806992
m.22952,530,5,8,2,2,1.968,0.3181,1,0.860649,0.766212
m.11045,121,2,1,1,2,-4.146,-0.8668,0.687191,0.894799,0.438324
m.22977,195,0,1,0,1,-2.381,-0.4636,0.892104,0.913514,0.575256
m.230,211,8,8,7,8,2.272,0.406,1,0.846744,0.777895
m.23037,263,11,11,6,13,7.166,2.3638,0.271066,0.091195,0.815955
m.23042,858,5,6,2,5,3.318,0.3787,1,0.851295,0.774438
m.23072,302,1,2,2,6,-1.354,-0.1607,0.983499,0.907122,0.667967
m.23079,454,1,1,0,0,-8.709,-1.0473,0.599206,0.880858,0.378295
m.2309,217,1,0,0,0,-9.572,-1.2301,0.519566,0.866609,0.318882
m.23101,403,2,0,0,1,-13.493,-1.616,0.355905,0.840576,0.20335
m.23103,397,1,1,0,0,3.613,0.5247,1,0.82422,0.791288
m.23134,126,2,1,0,2,0.873,0.1496,0.999953,0.881962,0.738876
m.11093,943,0,0,0,0,-0.668,-0.0683,0.994618,0.90142,0.692017
m.23145,569,0,0,0,0,1.283,0.171,0.999953,0.879594,0.742744
m.2316,597,1,2,1,1,4.776,0.5735,1,0.813526,0.796087
m.2317,307,3,5,0,2,6.905,1.1106,0.953569,0.627029,0.827546
m.23218,266,0,0,0,1,10.512,1.1035,0.954995,0.630325,0.827348
m.23233,725,4,5,1,3,-2.215,-0.2386,0.968057,0.910624,0.645929
m.23247,172,1,1,1,1,-1.722,-0.1656,0.982697,0.907378,0.666626
m.23275,219,3,4,0,1,-3.78,-0.5719,0.84209,0.911123,0.538859
m.23281,165,0,0,0,0,3.054,0.6182,1,0.802912,0.800154
m.23371,196,1,2,0,0,9.778,1.5507,0.76436,0.398338,0.831614
m.23377,644,2,1,1,1,3.281,0.4138,1,0.845403,0.778856
m.11100,1144,6,6,4,5,1.924,0.4781,1,0.833623,0.786334
m.23397,127,5,4,2,3,-2.56,-0.3427,0.938411,0.913314,0.614328
m.23436,547,1,1,0,0,-10.333,-1.6281,0.351178,0.839883,0.200059
m.2349,652,1,1,0,1,-16.786,-1.9445,0.232055,0.824677,0.123644
m.2353,1773,1,5,2,4,-5.212,-0.9477,0.646147,0.8887,0.411236
m.23560,575,5,4,3,3,2.476,0.4111,1,0.84587,0.778524
m.23572,144,2,2,0,1,-2.557,-0.2956,0.953083,0.912385,0.628901
m.23575,291,0,1,1,1,-15.78,-3.0525,0.025234,0.803497,0.009697
m.23588,389,2,1,2,4,-2.849,-0.4261,0.90769,0.913785,0.587593
m.23599,895,45,57,43,57,11.996,3.419,0.009133,0.002348,0.805571
m.2360,1533,4,5,7,13,-5.524,-0.9617,0.639305,0.887612,0.40658
m.11107,150,7,10,6,8,4.451,1.1772,0.938485,0.595151,0.829179
m.23602,166,4,4,2,2,-0.745,-0.09,0.99266,0.902903,0.686585
m.23607,647,13,15,10,14,-5.065,-1.5367,0.387584,0.845326,0.225472
m.23611,241,11,11,9,10,0.233,0.0585,0.999808,0.891096,0.720982
m.23613,106,3,4,0,1,0.425,0.0703,0.999905,0.889995,0.723434
m.23626,176,0,1,1,1,-3.602,-0.6625,0.795994,0.907446,0.507915
m.23629,351,3,3,1,4,-2.309,-0.5051,0.873742,0.912873,0.561423
m.23632,169,4,5,2,1,-4.525,-1.0794,0.584841,0.878313,0.367761
m.23661,550,4,5,0,1,-7.141,-1.2773,0.499104,0.863081,0.303842
m.23668,113,0,0,0,0,6.52,1.0725,0.960859,0.644472,0.826426
m.23671,219,9,9,5,7,1.288,0.2933,1,0.864198,0.762616
m.11149,227,9,11,4,9,4.753,0.763,1,0.762501,0.811399
m.23676,166,3,2,2,3,-0.637,-0.0853,0.993116,0.902589,0.687773
m.23681,182,0,0,0,0,3.433,0.478,1,0.833642,0.786323
m.23685,446,29,31,25,32,-1.016,-0.4876,0.881619,0.913186,0.567277
m.23699,552,12,14,8,13,-2.256,-0.3486,0.936432,0.913397,0.612474
m.23708,164,2,2,1,1,-3.46,-0.7152,0.768073,0.904693,0.489866
m.23716,147,9,10,6,7,6.488,1.6397,0.694156,0.352663,0.83069
m.23728,760,3,4,1,3,6.374,1.4263,0.843897,0.464898,0.83198
m.23737,412,5,6,5,6,10.392,1.627,0.704675,0.35903,0.830854
m.23776,270,4,5,3,3,1.462,0.3259,1,0.8595,0.767315
m.1002,498,0,1,0,0,-0.81,-0.0777,0.993816,0.902073,0.689681
m.11152,593,1,0,0,0,-10.912,-1.7187,0.316349,0.834967,0.176186
m.23795,157,0,1,0,0,-8.873,-1.2433,0.513861,0.865614,0.314659
m.23814,289,2,1,1,2,5.537,0.7687,1,0.760705,0.811786
m.23817,738,1,2,1,1,-13.48,-1.5468,0.383472,0.844701,0.222603
m.23821,306,23,24,17,17,-5.759,-1.6611,0.338396,0.838037,0.191204
m.23824,188,1,3,2,2,16.58,1.6336,0.699224,0.355714,0.83077
m.23856,894,0,0,0,0,-10.211,-1.5795,0.37032,0.842718,0.213415
m.23859,213,1,0,0,0,-4.668,-0.6266,0.814613,0.909072,0.520203
m.23867,427,3,0,0,0,2.708,0.2981,1,0.863523,0.763323
m.23918,356,1,1,0,2,9.096,0.9018,0.985581,0.714801,0.819571
m.23926,521,2,2,0,4,-4.579,-0.6143,0.820894,0.909579,0.524407
m.11180,213,0,1,0,1,1.746,0.271,1,0.867259,0.759262
m.23962,496,2,1,1,2,-2.651,-0.5429,0.856119,0.911989,0.548692
m.23996,320,1,1,0,2,8.98,1.2501,0.917876,0.558478,0.830517
m.23997,257,1,2,1,2,-10.784,-2.6033,0.070526,0.80737,0.034197
m.24011,345,2,3,0,2,-1.212,-0.1185,0.989496,0.904719,0.679247
m.24029,442,4,4,0,2,0.678,0.0657,0.999872,0.890427,0.722483
m.24046,310,1,1,0,1,0.418,0.0657,0.999872,0.890427,0.722483
m.24081,202,2,2,1,2,-2.729,-0.2477,0.965875,0.910951,0.643259
m.24092,176,2,3,2,3,-0.687,-0.1815,0.979939,0.908178,0.662232
m.24113,335,2,2,0,3,-4.439,-0.7987,0.723254,0.899554,0.461369
m.2412,527,0,1,0,1,-10.3,-0.7837,0.731299,0.90054,0.466472
m.11210,170,0,1,0,2,-6.316,-0.9547,0.642716,0.888157,0.408907
m.24170,270,1,1,0,3,-4.086,-0.5302,0.862128,0.912317,0.552981
m.24183,283,1,1,1,0,4.625,0.4227,1,0.843851,0.779937
m.24205,912,0,0,1,1,-1.096,-0.1727,0.981495,0.907741,0.664672
m.24219,687,4,4,3,4,1.597,0.3436,1,0.856834,0.769769
m.24221,132,2,2,2,3,-7.3,-1.4918,0.406157,0.848171,0.238409
m.2423,566,0,0,0,1,-8.857,-0.7923,0.726684,0.899978,0.463545
m.24247,254,0,0,0,2,-15.366,-1.6575,0.339783,0.838235,0.192161
m.24266,335,0,1,0,0,-5.624,-0.6923,0.780273,0.905941,0.497707
m.24267,357,1,1,0,1,-7.649,-1.2283,0.520343,0.866745,0.319459
m.1126,148,2,3,4,5,0.95,0.2183,1,0.874031,0.750868
m.24308,388,2,1,0,0,-2.111,-0.2514,0.964965,0.911079,0.642168
m.24310,205,0,1,1,1,4.765,0.6913,1,0.783724,0.806179
m.24316,262,1,2,0,0,0.425,0.0685,0.999894,0.890165,0.723063
m.2433,832,4,3,2,4,7.942,0.652,1,0.794332,0.803033
m.24351,185,1,1,0,0,3.698,0.4967,1,0.829961,0.788357
m.24356,255,3,3,1,1,0.172,0.0205,0.999162,0.89448,0.712803
m.2438,9514,8,16,9,20,-4.898,-1.3077,0.485839,0.860851,0.294253
m.24423,342,2,2,1,2,-14.017,-1.8277,0.275105,0.829669,0.149464
m.24437,139,4,4,0,0,-7.706,-0.5355,0.859631,0.912184,0.551193
m.24493,298,1,1,0,1,-6.013,-1.0055,0.618427,0.88417,0.39207
m.11265,213,3,3,2,2,-5.034,-0.8097,0.71737,0.898816,0.457633
m.245,272,0,1,0,0,-4.468,-0.8292,0.706985,0.897478,0.451022
m.24569,99,0,1,0,0,2.55,0.2381,1,0.87156,0.754101
m.24620,241,25,25,9,12,7.38,1.2269,0.924952,0.570329,0.83014
m.247,406,2,2,1,1,1.291,0.1099,1,0.886124,0.731369
m.24718,184,0,0,1,0,0.301,0.0352,0.999482,0.8932,0.716018
m.24722,174,0,1,0,0,-1.631,-0.2434,0.966916,0.910798,0.644523
m.2473,459,2,3,0,1,-7.243,-0.921,0.659419,0.890753,0.420141
m.24916,265,0,0,0,1,2.722,0.3189,1,0.860532,0.766326
m.24936,844,5,4,0,3,-6.898,-1.2021,0.531635,0.868737,0.327877
m.24947,295,9,11,6,6,8.273,0.8518,0.991451,0.732936,0.816925
m.11289,232,1,2,0,1,6.617,0.933,0.981709,0.702923,0.821065
m.24948,811,2,2,1,3,0.588,0.0883,0.999984,0.88827,0.727097
m.2495,336,1,1,0,0,-8.588,-1.4453,0.425873,0.851228,0.252105
m.24964,992,9,9,4,5,1.448,0.1237,0.999988,0.88471,0.734028
m.24975,251,2,2,3,5,2.038,0.369,1,0.85286,0.773173
m.2503,175,2,3,0,3,-6.097,-1.8085,0.282329,0.830556,0.153997
m.25033,304,1,0,0,0,-2.996,-0.6962,0.778202,0.905734,0.496371
m.25041,188,1,1,0,0,-12.258,-1.9627,0.225564,0.823958,0.119904
m.25047,221,1,2,1,4,6.991,0.8291,0.993995,0.740812,0.815616
m.25060,237,2,2,0,2,-4.733,-0.8823,0.679145,0.893662,0.433109
m.251,263,26,19,10,8,-3.201,-0.4812,0.884452,0.913285,0.56941
m.11298,283,1,2,0,1,-6.206,-0.793,0.726308,0.899932,0.463307
m.25100,471,3,3,1,4,-1.249,-0.1604,0.983547,0.907106,0.668049
m.25115,481,1,2,0,3,13.592,1.1135,0.952978,0.625677,0.827626
m.25121,520,1,2,0,0,-8.309,-1.0704,0.588838,0.879026,0.370711
m.25136,500,1,0,1,1,4.668,0.852,0.991428,0.732866,0.816936
m.25139,549,4,8,2,4,-6.72,-1.4181,0.437596,0.853064,0.260253
m.25151,247,1,1,0,0,-14.602,-1.9367,0.234859,0.82499,0.125271
m.25153,155,3,2,2,1,-2.505,-0.4808,0.884628,0.913291,0.569543
m.25176,115,1,2,1,3,5.557,0.8793,0.988268,0.723098,0.818419
m.25195,896,0,0,1,3,2.952,0.6305,1,0.799846,0.801221
m.11307,740,0,1,1,1,-2.986,-0.37,0.928996,0.913633,0.605698
m.2520,559,5,6,2,4,-2.341,-0.4102,0.913984,0.913811,0.592771
m.25217,316,0,0,0,0,-13.863,-1.3056,0.486756,0.861004,0.294913
m.25218,280,14,18,4,10,0.019,0.0055,0.99873,0.895748,0.709457
m.25233,301,2,4,1,1,-9.026,-1.3277,0.477084,0.859403,0.287993
m.25244,393,3,1,1,2,-3.59,-0.4134,0.912734,0.91381,0.591732
m.25260,257,0,0,1,1,0.011,0.001,0.998578,0.896121,0.70844
m.25270,173,1,1,1,1,-1.408,-0.2086,0.974689,0.909422,0.654594
