Protein	Len	S0	S0	S0	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
symbB1.EST_k37c20_14283|m.32649	470	0	4	2	4	3	3	0.831	1.3441	0.000020	0.000001	0.590221
symbB1.EST_k37c20_14321|m.32751	838	6	2	3	4	5	2	0.690	1.1578	0.000359	0.000013	0.635529
symbB1.EST_k37c20_14405|m.32968	751	0	1	0	0	2	0	0.009	0.0110	0.998545	0.206526	0.967266
symbB1.EST_k37c20_1455|m.3360	395	9	4	3	0	8	2	0.233	0.3790	0.541181	0.044163	0.920847
symbB1.EST_k37c20_14621|m.33427	809	0	1	0	0	0	4	0.259	0.3498	0.603000	0.052481	0.930703
symbB1.EST_k37c20_14652|m.33495	154	2	6	4	5	4	2	0.555	0.9652	0.004678	0.000188	0.692280
symbB1.EST_k37c20_14787|m.33780	377	3	3	1	3	2	0	0.708	1.0512	0.001569	0.000061	0.665628
symbB1.EST_k37c20_14835|m.33924	439	1	0	0	1	1	0	-0.033	-0.0418	0.999763	0.232817	0.962480
symbB1.EST_k37c20_14891|m.34047	726	0	0	0	2	0	1	0.298	0.4031	0.490548	0.038038	0.912120
symbB1.EST_k37c20_149|m.340	412	16	24	13	20	14	10	0.783	2.4076	0.000000	0.000000	0.436636
symbB1.EST_k37c20_14930|m.34125	439	0	0	0	0	0	2	0.053	0.0676	0.986145	0.177156	0.970398
symbB1.EST_k37c20_14953|m.34180	626	1	1	2	1	2	4	0.146	0.1885	0.891090	0.115900	0.966305
symbB1.EST_k37c20_151|m.344	204	1	2	3	3	3	2	0.318	0.5124	0.283658	0.017853	0.868023
symbB1.EST_k37c20_15139|m.34544	583	0	0	0	2	1	0	0.280	0.3869	0.524502	0.042083	0.918041
symbB1.EST_k37c20_1514|m.3501	420	0	0	0	0	3	0	0.242	0.3316	0.641201	0.058173	0.936394
symbB1.EST_k37c20_15155|m.34581	1462	0	1	3	7	0	1	0.746	1.4044	0.000007	0.000000	0.577372
symbB1.EST_k37c20_15297|m.34885	500	0	0	0	2	1	0	0.269	0.3649	0.571045	0.048056	0.925712
symbB1.EST_k37c20_15322|m.34940	452	0	1	0	0	0	0	-0.089	-0.1143	0.995074	0.265696	0.953696
symbB1.EST_k37c20_15400|m.35107	584	2	2	0	4	1	0	0.764	1.2150	0.000154	0.000006	0.620663
symbB1.EST_k37c20_15413|m.35140	461	3	3	1	2	3	0	0.574	0.7972	0.030166	0.001333	0.750857
symbB1.EST_k37c20_15530|m.35382	544	0	1	0	0	1	0	-0.082	-0.1016	0.995993	0.260264	0.955418
symbB1.EST_k37c20_15621|m.35601	471	0	2	2	0	3	2	0.110	0.1572	0.926537	0.131092	0.969081
symbB1.EST_k37c20_1567|m.3635	725	28	42	22	39	40	15	0.842	3.1975	0.000000	0.000000	0.391703
symbB1.EST_k37c20_15781|m.35924	350	18	15	8	10	16	11	0.803	1.8098	0.000000	0.000000	0.507016
symbB1.EST_k37c20_15870|m.36107	366	4	2	0	1	1	0	-0.093	-0.1210	0.994601	0.268501	0.952751
symbB1.EST_k37c20_15906|m.36194	215	0	0	1	0	1	1	-0.120	-0.1602	0.992550	0.284030	0.946631
symbB1.EST_k37c20_16051|m.36532	521	2	0	1	0	1	1	-0.116	-0.1549	0.992746	0.282021	0.947526
symbB1.EST_k37c20_16090|m.36633	157	6	11	4	7	8	2	0.898	1.7233	0.000000	0.000000	0.520299
symbB1.EST_k37c20_16158|m.36767	206	0	3	2	0	1	0	-0.286	-0.3853	0.999997	0.343537	0.858741
symbB1.EST_k37c20_16164|m.36780	542	0	2	3	1	4	3	0.047	0.0696	0.985413	0.176110	0.970461
symbB1.EST_k37c20_16258|m.37038	577	4	4	3	3	5	2	0.455	0.7619	0.042490	0.001933	0.764307
symbB1.EST_k37c20_16321|m.37177	1322	0	0	0	6	5	0	1.281	2.1844	0.000000	0.000000	0.458137
symbB1.EST_k37c20_16332|m.37207	386	0	0	1	0	0	1	-0.090	-0.1147	0.995048	0.265865	0.953640
symbB1.EST_k37c20_16474|m.37535	172	0	0	0	1	0	0	-0.111	-0.1371	0.993609	0.275063	0.950370
symbB1.EST_k37c20_16504|m.37609	270	2	0	1	1	1	0	-0.097	-0.1252	0.994330	0.270237	0.952146
symbB1.EST_k37c20_16542|m.37703	876	12	21	8	11	12	8	0.787	1.6721	0.000000	0.000000	0.528516
symbB1.EST_k37c20_1657|m.3947	460	1	0	1	1	2	1	0.066	0.0876	0.977710	0.166703	0.970858
symbB1.EST_k37c20_16682|m.38041	281	9	8	4	8	9	4	0.985	1.8905	0.000000	0.000000	0.495264
symbB1.EST_k37c20_16854|m.38387	163	1	1	0	0	3	0	0.166	0.2313	0.829909	0.096405	0.960316
symbB1.EST_k37c20_169|m.386	471	0	4	1	1	0	0	-0.138	-0.1750	0.992185	0.289492	0.943995
symbB1.EST_k37c20_16905|m.38502	137	0	0	1	2	2	2	0.500	0.7152	0.065017	0.003090	0.782700
symbB1.EST_k37c20_17078|m.38932	466	5	2	2	3	3	3	0.698	1.1012	0.000798	0.000030	0.651115
symbB1.EST_k37c20_17098|m.38976	241	1	6	1	8	8	0	1.553	2.5915	0.000000	0.000000	0.422715
symbB1.EST_k37c20_1715|m.4076	615	0	3	0	2	3	2	0.627	0.8643	0.014990	0.000634	0.726393
symbB1.EST_k37c20_17391|m.39622	1153	0	3	0	0	2	0	0.056	0.0744	0.983546	0.173600	0.970597
symbB1.EST_k37c20_174|m.400	627	5	4	2	5	6	2	0.993	1.6979	0.000000	0.000000	0.524340
symbB1.EST_k37c20_17466|m.39786	676	4	0	0	0	4	0	0.430	0.5687	0.200212	0.011487	0.843953
symbB1.EST_k37c20_17555|m.39978	144	0	0	0	0	1	0	-0.045	-0.0592	0.998949	0.241098	0.960595
symbB1.EST_k37c20_1763|m.4228	127	5	6	5	8	7	5	0.850	1.6523	0.000000	0.000000	0.531771
symbB1.EST_k37c20_179|m.408	173	0	2	1	1	1	0	-0.123	-0.1500	0.992936	0.280137	0.948333
symbB1.EST_k37c20_18007|m.40947	262	6	5	8	8	13	4	0.490	1.0529	0.001534	0.000060	0.665123
symbB1.EST_k37c20_18009|m.40951	756	10	10	6	8	11	4	0.816	1.5620	0.000000	0.000000	0.547244
symbB1.EST_k37c20_1807|m.4315	605	3	3	2	2	3	2	0.334	0.4891	0.323327	0.021208	0.877844
symbB1.EST_k37c20_18280|m.41505	322	3	3	2	3	3	2	0.590	0.9361	0.006634	0.000270	0.701796
symbB1.EST_k37c20_18314|m.41586	554	0	0	0	0	1	1	-0.019	-0.0241	1.000000	0.224180	0.964249
symbB1.EST_k37c20_18328|m.41616	239	35	41	27	44	44	22	0.727	2.8677	0.000000	0.000000	0.405826
symbB1.EST_k37c20_18355|m.41682	107	0	4	3	2	2	0	0.022	0.0327	0.995525	0.195351	0.968752
symbB1.EST_k37c20_184|m.421	116	0	2	1	1	0	0	0.050	0.0619	0.988118	0.180137	0.970198
symbB1.EST_k37c20_1842|m.4423	1008	5	6	3	5	5	1	0.699	1.2182	0.000147	0.000005	0.619857
symbB1.EST_k37c20_18530|m.42044	585	3	2	1	3	2	2	0.725	1.0400	0.001818	0.000071	0.668977
symbB1.EST_k37c20_18539|m.42064	183	3	3	0	2	3	0	0.460	0.6473	0.113927	0.005851	0.810552
symbB1.EST_k37c20_18731|m.42470	511	23	31	23	27	30	11	0.507	1.6601	0.000000	0.000000	0.530483
symbB1.EST_k37c20_1884|m.4516	334	2	5	2	5	1	0	0.714	1.1783	0.000266	0.000010	0.630100
symbB1.EST_k37c20_18914|m.42831	363	6	8	3	6	5	2	0.920	1.6385	0.000000	0.000000	0.534067
symbB1.EST_k37c20_19065|m.43125	627	0	0	0	1	0	0	-0.029	-0.0379	0.999886	0.230932	0.962883
symbB1.EST_k37c20_1911|m.4555	110	1	3	2	2	2	0	0.153	0.2431	0.810628	0.091334	0.958210
symbB1.EST_k37c20_1915|m.4556	2152	5	7	4	7	6	2	0.881	1.6220	0.000000	0.000000	0.536844
symbB1.EST_k37c20_19248|m.43512	409	6	4	2	3	3	2	0.631	0.9918	0.003369	0.000134	0.683804
symbB1.EST_k37c20_1935|m.4600	892	9	12	4	12	14	2	1.401	2.7319	0.000000	0.000000	0.413622
symbB1.EST_k37c20_19356|m.43738	263	2	3	1	1	1	0	-0.070	-0.0851	0.997225	0.252987	0.957533
symbB1.EST_k37c20_1952|m.4632	728	1	8	0	0	0	1	-0.048	-0.0604	0.998881	0.241660	0.960460
symbB1.EST_k37c20_19602|m.44199	473	3	2	2	0	3	0	0.037	0.0501	0.991626	0.186301	0.969696
symbB1.EST_k37c20_1961|m.4652	805	0	2	2	4	3	1	0.740	1.1959	0.000205	0.000008	0.625530
symbB1.EST_k37c20_19619|m.44232	603	0	0	2	3	2	0	0.401	0.6079	0.152870	0.008277	0.827193
symbB1.EST_k37c20_1986|m.4706	513	14	23	13	21	25	8	0.846	2.4625	0.000000	0.000000	0.432181
symbB1.EST_k37c20_2000|m.4730	169	0	0	1	3	0	0	0.503	0.7527	0.046321	0.002124	0.767877
symbB1.EST_k37c20_2023|m.4784	188	6	9	5	7	6	4	0.699	1.3612	0.000015	0.000001	0.586493
symbB1.EST_k37c20_20316|m.45753	1848	2	2	0	0	0	0	-0.070	-0.0863	0.997136	0.253524	0.957384
symbB1.EST_k37c20_2060|m.4873	147	16	19	10	13	16	8	0.719	1.7732	0.000000	0.000000	0.512548
symbB1.EST_k37c20_2060|m.4874	130	6	6	4	6	6	3	0.783	1.4132	0.000006	0.000000	0.575563
symbB1.EST_k37c20_20647|m.46349	540	1	0	0	0	0	0	-0.006	-0.0083	0.999831	0.216310	0.965692
symbB1.EST_k37c20_2071|m.4896	126	3	3	3	4	4	2	0.555	0.8952	0.010642	0.000442	0.715610
symbB1.EST_k37c20_20726|m.46522	157	1	4	2	4	5	1	0.797	1.3266	0.000027	0.000001	0.594106
symbB1.EST_k37c20_20753|m.46572	685	3	3	0	2	3	0	0.458	0.6543	0.107868	0.005491	0.807627
symbB1.EST_k37c20_20769|m.46597	830	0	1	0	0	3	0	0.211	0.2818	0.741120	0.075739	0.949942
symbB1.EST_k37c20_2081|m.4909	358	7	4	1	1	4	0	0.287	0.3985	0.500147	0.039156	0.913823
symbB1.EST_k37c20_2084|m.4919	342	0	1	0	3	1	0	0.505	0.7364	0.053812	0.002505	0.774267
symbB1.EST_k37c20_21115|m.47298	616	0	2	0	2	3	0	0.464	0.6444	0.116511	0.006006	0.811766
symbB1.EST_k37c20_21161|m.47412	417	22	49	28	33	52	18	0.471	1.8521	0.000000	0.000000	0.500780
symbB1.EST_k37c20_21177|m.47452	227	2	1	1	0	1	0	-0.024	-0.0294	1.000000	0.226787	0.963736
symbB1.EST_k37c20_21189|m.47472	515	0	3	1	1	0	0	-0.098	-0.1281	0.994132	0.271426	0.951721
symbB1.EST_k37c20_21372|m.47850	1223	3	2	1	0	2	1	0.161	0.2198	0.847734	0.101479	0.962179
symbB1.EST_k37c20_21405|m.47922	411	0	3	0	2	1	2	0.382	0.5411	0.238860	0.014322	0.855784
symbB1.EST_k37c20_21415|m.47938	834	2	3	3	4	3	2	0.540	0.9534	0.005397	0.000218	0.696108
symbB1.EST_k37c20_21482|m.48092	505	0	0	2	5	3	0	0.900	1.5169	0.000001	0.000000	0.555414
symbB1.EST_k37c20_2164|m.5076	4652	1	2	0	2	3	0	0.443	0.6161	0.144069	0.007711	0.823707
symbB1.EST_k37c20_21725|m.48588	165	1	3	2	1	1	1	-0.283	-0.3697	0.999992	0.340926	0.869719
symbB1.EST_k37c20_21930|m.49004	235	1	0	0	0	0	1	-0.094	-0.1176	0.994838	0.267083	0.953234
symbB1.EST_k37c20_21946|m.49032	657	0	0	0	0	1	0	-0.056	-0.0668	0.998491	0.244643	0.959729
symbB1.EST_k37c20_22308|m.49814	269	1	2	1	1	3	0	0.180	0.2366	0.821371	0.094110	0.959394
symbB1.EST_k37c20_2245|m.5304	469	21	19	10	20	19	6	1.054	2.7127	0.000000	0.000000	0.414804
symbB1.EST_k37c20_22583|m.50327	1712	5	1	1	2	1	0	0.356	0.5022	0.300672	0.019265	0.872339
symbB1.EST_k37c20_22680|m.50518	283	2	3	2	0	3	0	-0.021	-0.0310	1.000000	0.227571	0.963578
symbB1.EST_k37c20_22727|m.50597	266	0	2	0	2	2	0	0.388	0.5583	0.214258	0.012495	0.848413
symbB1.EST_k37c20_22896|m.50938	501	1	3	2	3	3	2	0.578	0.9292	0.007195	0.000294	0.704090
symbB1.EST_k37c20_23095|m.51368	457	2	1	2	0	2	0	-0.093	-0.1338	0.993799	0.273739	0.950871
symbB1.EST_k37c20_23101|m.51379	247	1	2	1	4	3	0	0.903	1.3276	0.000026	0.000001	0.593882
symbB1.EST_k37c20_23391|m.51946	1512	7	4	5	6	5	3	0.612	1.2245	0.000133	0.000005	0.618278
symbB1.EST_k37c20_23403|m.51979	420	0	2	0	0	0	0	-0.018	-0.0221	1.000000	0.223192	0.964439
symbB1.EST_k37c20_23736|m.52591	596	1	4	3	0	5	0	0.000	0.0005	0.999381	0.211870	0.966437
symbB1.EST_k37c20_23774|m.52671	448	3	2	1	3	3	0	0.771	1.1859	0.000238	0.000009	0.628116
symbB1.EST_k37c20_23816|m.52753	332	1	0	0	0	0	0	-0.121	-0.1482	0.993036	0.279439	0.948625
symbB1.EST_k37c20_23926|m.52966	311	2	0	1	0	1	0	-0.107	-0.1327	0.993862	0.273295	0.951037
symbB1.EST_k37c20_2397|m.5673	265	0	0	0	0	1	0	-0.097	-0.1254	0.994319	0.270319	0.952117
symbB1.EST_k37c20_24073|m.53275	595	5	3	2	4	5	2	0.849	1.3689	0.000013	0.000000	0.584837
symbB1.EST_k37c20_2414|m.5716	453	7	10	7	6	8	2	0.358	0.7414	0.051415	0.002382	0.772298
symbB1.EST_k37c20_24141|m.53409	1642	5	4	3	3	5	3	0.598	0.9747	0.004165	0.000167	0.689228
symbB1.EST_k37c20_24260|m.53662	192	0	1	0	0	0	0	-0.168	-0.2236	0.993109	0.305840	0.933515
symbB1.EST_k37c20_24332|m.53801	388	0	4	1	10	0	5	1.689	2.8275	0.000000	0.000000	0.408028
symbB1.EST_k37c20_24928|m.54966	553	5	2	3	7	6	5	1.164	2.2516	0.000000	0.000000	0.451048
symbB1.EST_k37c20_24934|m.54977	285	2	1	1	4	1	0	0.783	1.2816	0.000055	0.000002	0.604437
symbB1.EST_k37c20_25346|m.55775	694	2	0	0	3	5	3	1.000	1.4705	0.000002	0.000000	0.564177
symbB1.EST_k37c20_2548|m.6110	212	17	18	6	13	15	5	1.205	2.8045	0.000000	0.000000	0.409329
symbB1.EST_k37c20_2583|m.6170	305	0	1	1	0	3	0	0.244	0.3153	0.674835	0.063603	0.941168
symbB1.EST_k37c20_26042|m.57123	629	3	0	0	1	0	0	-0.109	-0.1325	0.993871	0.273214	0.951067
symbB1.EST_k37c20_262|m.561	1089	13	16	13	38	26	12	1.421	4.2692	0.000000	0.000000	0.373610
symbB1.EST_k37c20_26290|m.57552	867	0	2	2	2	2	1	0.106	0.1550	0.928727	0.132185	0.969227
symbB1.EST_k37c20_26304|m.57570	446	3	0	1	0	3	0	0.193	0.2478	0.802681	0.089354	0.957317
symbB1.EST_k37c20_26402|m.57764	517	6	6	4	4	6	4	0.535	0.9773	0.004033	0.000161	0.688398
symbB1.EST_k37c20_26417|m.57788	642	3	2	0	0	3	0	0.214	0.2917	0.722023	0.072017	0.947500
symbB1.EST_k37c20_26730|m.58389	993	3	8	1	3	2	2	0.845	1.2115	0.000162	0.000006	0.621548
symbB1.EST_k37c20_26748|m.58435	134	3	6	2	5	3	4	1.063	1.7499	0.000000	0.000000	0.516137
symbB1.EST_k37c20_26779|m.58489	651	0	2	1	0	0	0	-0.089	-0.1177	0.994833	0.267125	0.953220
symbB1.EST_k37c20_26802|m.58540	552	0	0	0	3	3	0	0.777	1.1482	0.000412	0.000015	0.638110
symbB1.EST_k37c20_26878|m.58691	594	4	1	1	0	3	0	0.179	0.2280	0.835124	0.097848	0.960870
symbB1.EST_k37c20_27118|m.59122	835	5	1	1	0	2	1	0.105	0.1351	0.946778	0.142188	0.970268
symbB1.EST_k37c20_27166|m.59212	346	10	13	4	6	15	2	0.996	1.9951	0.000000	0.000000	0.480974
symbB1.EST_k37c20_27278|m.59440	394	0	0	0	3	4	0	0.828	1.2231	0.000136	0.000005	0.618628
symbB1.EST_k37c20_27345|m.59562	297	0	0	0	0	1	0	-0.088	-0.1149	0.995035	0.265949	0.953612
symbB1.EST_k37c20_27532|m.59931	481	0	6	4	6	6	1	0.698	1.2624	0.000074	0.000003	0.608998
symbB1.EST_k37c20_27666|m.60175	577	0	2	1	0	0	0	-0.104	-0.1353	0.993693	0.274342	0.950644
symbB1.EST_k37c20_2806|m.6628	363	1	2	0	1	2	0	0.127	0.1635	0.920045	0.127981	0.968628
symbB1.EST_k37c20_2817|m.6645	354	6	5	4	4	9	4	0.644	1.2142	0.000156	0.000006	0.620865
symbB1.EST_k37c20_2835|m.6680	165	0	4	2	4	3	2	0.834	1.3092	0.000035	0.000001	0.598042
symbB1.EST_k37c20_28474|m.61636	341	0	0	1	0	0	0	-0.062	-0.0768	0.997809	0.249237	0.958548
symbB1.EST_k37c20_28650|m.61938	407	0	2	0	2	1	0	0.269	0.3659	0.568925	0.047772	0.925373
symbB1.EST_k37c20_28700|m.62043	829	4	0	0	0	0	0	-0.025	-0.0297	1.000000	0.226934	0.963707
symbB1.EST_k37c20_2873|m.6770	351	9	11	3	7	8	5	1.170	2.1365	0.000000	0.000000	0.463522
symbB1.EST_k37c20_28766|m.62181	715	1	0	0	2	0	0	0.268	0.3871	0.524081	0.042031	0.917969
symbB1.EST_k37c20_28963|m.62539	516	0	2	2	1	0	0	-0.270	-0.3633	0.999998	0.339798	0.873930
symbB1.EST_k37c20_2897|m.6839	101	2	3	1	3	3	2	0.876	1.3594	0.000015	0.000001	0.586883
symbB1.EST_k37c20_2900|m.6850	320	13	23	11	18	17	6	0.859	2.2969	0.000000	0.000000	0.446576
symbB1.EST_k37c20_29004|m.62618	252	4	5	1	4	3	4	1.132	1.6854	0.000000	0.000000	0.526354
symbB1.EST_k37c20_2935|m.6930	230	7	10	4	10	10	3	1.193	2.3919	0.000000	0.000000	0.437965
symbB1.EST_k37c20_2935|m.6931	199	0	4	0	3	2	0	0.621	0.9117	0.008817	0.000363	0.709975
symbB1.EST_k37c20_2935|m.6933	102	4	3	2	3	3	2	0.527	0.8359	0.020306	0.000874	0.736572
symbB1.EST_k37c20_29365|m.63251	1154	12	10	6	12	12	7	1.069	2.1562	0.000000	0.000000	0.461274
symbB1.EST_k37c20_29369|m.63265	582	1	0	1	1	0	0	-0.053	-0.0669	0.998485	0.244689	0.959717
symbB1.EST_k37c20_2962|m.7004	867	6	5	2	7	6	3	1.296	2.3937	0.000000	0.000000	0.437811
symbB1.EST_k37c20_30052|m.64411	370	0	1	2	3	3	1	0.493	0.7867	0.033464	0.001491	0.754816
symbB1.EST_k37c20_3028|m.7191	391	26	21	13	24	22	15	0.989	2.7884	0.000000	0.000000	0.410257
symbB1.EST_k37c20_3045|m.7223	570	10	17	7	17	17	5	1.227	2.8726	0.000000	0.000000	0.405564
symbB1.EST_k37c20_3066|m.7286	202	3	3	3	6	4	2	0.906	1.6057	0.000000	0.000000	0.539620
symbB1.EST_k37c20_3070|m.7296	138	34	11	0	22	29	21	2.631	4.8176	0.000000	0.000000	0.369744
symbB1.EST_k37c20_30828|m.65820	189	2	2	0	1	2	0	0.174	0.2404	0.815126	0.092482	0.958709
symbB1.EST_k37c20_30879|m.65899	947	3	0	0	0	1	1	-0.096	-0.1138	0.995103	0.265485	0.953765
symbB1.EST_k37c20_31087|m.66238	312	3	1	1	2	3	2	0.629	0.8828	0.012228	0.000511	0.719901
symbB1.EST_k37c20_31197|m.66423	243	2	5	3	3	4	1	0.420	0.6607	0.102545	0.005180	0.804963
symbB1.EST_k37c20_3137|m.7441	137	4	5	2	3	7	0	0.768	1.2526	0.000087	0.000003	0.611362
symbB1.EST_k37c20_3138|m.7442	296	3	19	4	9	11	1	1.212	2.4279	0.000000	0.000000	0.434955
symbB1.EST_k37c20_3145|m.7462	992	4	4	6	7	7	6	0.649	1.3715	0.000013	0.000000	0.584281
symbB1.EST_k37c20_31453|m.66853	511	1	1	0	0	0	0	-0.138	-0.1751	0.992183	0.289528	0.943976
symbB1.EST_k37c20_31540|m.66999	525	1	6	0	0	1	2	0.098	0.1239	0.955567	0.147901	0.970639
symbB1.EST_k37c20_31623|m.67166	453	4	0	0	0	0	0	-0.167	-0.2055	0.992356	0.300036	0.937801
symbB1.EST_k37c20_31729|m.67355	634	0	0	1	3	6	2	0.980	1.4827	0.000002	0.000000	0.561836
symbB1.EST_k37c20_31787|m.67452	839	3	3	2	3	4	3	0.735	1.1207	0.000609	0.000023	0.645645
symbB1.EST_k37c20_31839|m.67544	521	2	0	0	0	0	1	0.078	0.1027	0.969629	0.158841	0.970941
symbB1.EST_k37c20_31859|m.67590	309	5	3	3	4	6	2	0.718	1.2411	0.000103	0.000004	0.614168
symbB1.EST_k37c20_319|m.681	429	9	22	10	17	15	7	0.878	2.3309	0.000000	0.000000	0.443378
symbB1.EST_k37c20_3194|m.7561	532	7	21	13	19	20	5	0.692	2.0555	0.000000	0.000000	0.473243
symbB1.EST_k37c20_32314|m.68362	499	0	2	0	2	3	1	0.549	0.7585	0.043874	0.002001	0.765623
symbB1.EST_k37c20_32322|m.68381	1000	3	0	0	0	0	2	0.105	0.1399	0.942712	0.139756	0.970062
symbB1.EST_k37c20_32416|m.68542	584	6	1	1	2	4	3	0.833	1.2158	0.000152	0.000006	0.620461
symbB1.EST_k37c20_32418|m.68545	415	1	1	0	1	2	0	0.132	0.1709	0.912007	0.124359	0.968028
symbB1.EST_k37c20_32552|m.68767	1170	4	5	4	4	6	3	0.509	0.9078	0.009221	0.000381	0.711299
symbB1.EST_k37c20_3283|m.7800	496	1	6	5	11	10	3	1.097	2.2547	0.000000	0.000000	0.450734
symbB1.EST_k37c20_3290|m.7815	311	0	1	0	0	0	0	-0.117	-0.1479	0.993049	0.279322	0.948673
symbB1.EST_k37c20_32970|m.69509	416	2	3	0	1	0	1	-0.135	-0.1757	0.992165	0.289744	0.943865
symbB1.EST_k37c20_33200|m.69897	680	1	1	0	2	0	0	0.289	0.4039	0.488882	0.037846	0.911822
symbB1.EST_k37c20_33214|m.69912	704	6	3	1	3	3	1	0.754	1.2518	0.000088	0.000003	0.611556
symbB1.EST_k37c20_3326|m.7935	316	14	13	13	16	18	7	0.528	1.5184	0.000001	0.000000	0.555137
symbB1.EST_k37c20_3355|m.8002	163	0	2	0	0	0	0	-0.138	-0.1736	0.992213	0.288985	0.944253
symbB1.EST_k37c20_33846|m.70954	887	0	3	3	1	3	0	-0.179	-0.2675	0.997005	0.318535	0.920525
symbB1.EST_k37c20_34053|m.71302	652	1	1	0	0	1	0	0.047	0.0615	0.988249	0.180346	0.970183
symbB1.EST_k37c20_34248|m.71663	675	1	2	1	0	1	1	-0.055	-0.0654	0.998562	0.243993	0.959890
symbB1.EST_k37c20_34357|m.71826	522	0	0	0	1	0	0	-0.087	-0.1155	0.994992	0.266201	0.953529
symbB1.EST_k37c20_3450|m.8202	1194	0	0	0	0	1	0	-0.165	-0.2202	0.992931	0.304776	0.934360
symbB1.EST_k37c20_34536|m.72143	224	6	6	2	5	4	1	0.925	1.5556	0.000000	0.000000	0.548384
symbB1.EST_k37c20_346|m.732	638	4	4	0	0	0	0	-0.175	-0.2033	0.992310	0.299307	0.938288
symbB1.EST_k37c20_3466|m.8255	325	9	11	6	11	9	4	0.976	2.1390	0.000000	0.000000	0.463234
symbB1.EST_k37c20_34811|m.72609	265	0	4	0	2	2	0	0.386	0.5479	0.228930	0.013575	0.852872
symbB1.EST_k37c20_35360|m.73506	652	4	5	3	6	4	3	0.951	1.7414	0.000000	0.000000	0.517459
symbB1.EST_k37c20_35485|m.73684	496	3	3	2	1	3	2	0.214	0.3340	0.636193	0.057400	0.935665
symbB1.EST_k37c20_3550|m.8423	118	0	0	0	2	0	1	0.292	0.4157	0.464487	0.035094	0.907373
symbB1.EST_k37c20_35567|m.73809	393	0	0	1	1	1	0	-0.112	-0.1415	0.993366	0.276812	0.949689
symbB1.EST_k37c20_36932|m.75880	247	2	0	1	1	2	0	0.154	0.1970	0.880085	0.111901	0.965320
symbB1.EST_k37c20_36940|m.75892	857	3	3	1	3	2	1	0.600	0.8207	0.023781	0.001034	0.742125
symbB1.EST_k37c20_37|m.83	607	2	2	3	2	10	1	0.530	0.8559	0.016417	0.000697	0.729377
symbB1.EST_k37c20_37157|m.76227	576	1	3	2	0	2	2	0.026	0.0353	0.995032	0.194003	0.968907
symbB1.EST_k37c20_3735|m.8908	705	10	16	6	14	10	5	1.134	2.6751	0.000000	0.000000	0.417172
symbB1.EST_k37c20_3763|m.8967	138	5	8	5	11	4	2	0.970	2.0457	0.000000	0.000000	0.474470
symbB1.EST_k37c20_38266|m.77784	305	0	0	0	0	0	1	-0.121	-0.1461	0.993122	0.278621	0.948962
symbB1.EST_k37c20_3830|m.9127	133	3	2	2	1	3	2	0.130	0.1871	0.892846	0.116564	0.966458
symbB1.EST_k37c20_38629|m.78327	350	3	2	2	2	3	0	0.317	0.4888	0.323856	0.021255	0.877969
symbB1.EST_k37c20_391|m.837	387	0	1	1	1	0	0	0.003	0.0041	0.999134	0.210043	0.966729
symbB1.EST_k37c20_39569|m.79689	589	5	6	4	5	6	3	0.688	1.2490	0.000092	0.000003	0.612237
symbB1.EST_k37c20_39776|m.79934	1100	0	0	0	0	0	3	0.215	0.2988	0.708054	0.069417	0.945669
symbB1.EST_k37c20_39814|m.79983	373	0	0	0	2	5	4	0.786	1.1363	0.000488	0.000018	0.641345
symbB1.EST_k37c20_4006|m.9590	256	0	0	0	3	0	2	0.658	1.0354	0.001930	0.000075	0.670363
symbB1.EST_k37c20_40102|m.80407	260	0	0	0	0	0	2	0.044	0.0539	0.990577	0.184317	0.969871
symbB1.EST_k37c20_40189|m.80545	391	5	3	3	4	6	4	0.790	1.3388	0.000022	0.000001	0.591390
symbB1.EST_k37c20_40205|m.80567	441	2	3	3	3	5	2	0.441	0.6962	0.076594	0.003714	0.790369
symbB1.EST_k37c20_40880|m.81403	200	6	5	4	6	5	2	0.677	1.3285	0.000026	0.000001	0.593681
symbB1.EST_k37c20_409|m.896	1046	0	2	2	3	2	0	0.436	0.6555	0.106854	0.005432	0.807127
symbB1.EST_k37c20_4165|m.9910	173	12	12	4	9	9	4	1.167	2.2889	0.000000	0.000000	0.447348
symbB1.EST_k37c20_41887|m.82668	726	3	3	1	4	0	2	0.769	1.2333	0.000117	0.000004	0.616090
symbB1.EST_k37c20_41902|m.82682	468	10	27	14	31	21	16	1.121	3.3237	0.000000	0.000000	0.388048
symbB1.EST_k37c20_4237|m.10093	415	0	0	0	3	0	0	0.508	0.7835	0.034528	0.001543	0.756030
symbB1.EST_k37c20_43021|m.83986	429	1	1	0	0	0	0	-0.099	-0.1266	0.994243	0.270812	0.951942
symbB1.EST_k37c20_43079|m.84058	495	7	6	4	6	5	4	0.828	1.5636	0.000000	0.000000	0.546960
symbB1.EST_k37c20_43298|m.84320	769	0	3	0	1	0	2	0.057	0.0722	0.984424	0.174750	0.970537
symbB1.EST_k37c20_43416|m.84462	373	0	3	1	0	1	0	-0.049	-0.0616	0.998796	0.242222	0.960324
symbB1.EST_k37c20_43916|m.84973	583	0	0	2	2	0	2	0.181	0.2470	0.804044	0.089690	0.957471
symbB1.EST_k37c20_4393|m.10480	1333	1	1	0	1	1	0	-0.086	-0.1090	0.995448	0.263447	0.954425
